Stock quote and option quote for SPY on 7/1/20 11:27:13

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
309.756,D,+1.396,309.73,Q,309.75,Z,8 x 1,"26,811,767",309.57,311.26,309.30

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
100,1.76%,<empty>,1.366,Q,6/19/20,339.08,218.26,0,1.001

Theo parameters
Theo date,Theo stock price,Theo volatility
12/30/20, 0.00$, 0.00%

1 JUL 20  (0)  100 (Weeklys)
Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,BX,ASK,AX,,,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,,
SPY200701C310,.85,C,-.07,"22,919",39.75%,60.25%,91.69%,.00,0,-.85,.06,"22,919","15,807",.845,.15,17.96%,0,.84,Q,.85,N,,,1 JUL 20,310,1.17,Q,1.19,P,SPY200701P310,1.17,A,-1.28,"45,364",65.44%,34.56%,86.06%,-.01,0,-.93,.06,"45,364","15,406",.93,.20,11.62%,.25,,
SPY200701C311,.45,X,-.15,"43,211",26.38%,73.62%,59.87%,.00,0,-.46,.05,"43,211","7,883",.455,.13,17.12%,0,.45,N,.46,N,,,1 JUL 20,311,1.77,Z,1.81,P,SPY200701P311,1.85,C,-1.29,"9,790",91.72%,8.28%,20.85%,-.01,0,-.54,.02,"9,790","1,785",.54,.12,7.75%,1.25,,
SPY200701C312,.24,E,-.13,"35,159",15.92%,84.08%,35.50%,.00,0,-.24,.04,"35,159","7,220",.235,.09,16.99%,0,.23,W,.24,P,,,1 JUL 20,312,2.50,I,2.55,I,SPY200701P312,2.46,I,-1.54,"2,451",100.00%,0.00%,0.00%,-.01,0,-.49,.00,"2,451","1,823",.275,.00,0.19%,2.25,,
SPY200701C313,.11,E,-.13,"23,513",8.84%,91.16%,19.43%,.00,0,-.12,.03,"23,513","9,493",.115,.06,17.08%,0,.11,W,.12,W,,,1 JUL 20,313,3.40,I,3.44,I,SPY200701P313,3.50,M,-1.22,"1,250",100.00%,0.00%,0.00%,.00,0,.00,-42.50,"1,250",509,.17,.00,0.19%,3.25,,
SPY200701C314,.05,C,-.10,"9,277",4.65%,95.35%,10.10%,.00,0,-.06,.02,"9,277","5,674",.055,.04,17.36%,0,.05,W,.06,W,,,1 JUL 20,314,4.28,Q,4.40,Q,SPY200701P314,4.01,M,-.77,464,100.00%,0.00%,0.00%,-.01,0,-.49,.00,464,437,.09,.00,0.19%,4.25,,
SPY200701C315,.04,A,-.07,"7,772",2.93%,97.07%,6.30%,.00,0,-.04,.01,"7,772","7,040",.035,.02,18.65%,0,.03,P,.04,W,,,1 JUL 20,315,5.30,Q,5.51,Q,SPY200701P315,5.00,Z,-1.76,395,100.00%,0.00%,0.00%,-.01,0,-.49,.00,395,501,.155,.00,0.19%,5.25,,
SPY200701C316,.02,M,-.05,"1,688",2.03%,97.97%,4.31%,.00,0,-.03,.01,"1,688","2,483",.025,.02,20.18%,0,.02,N,.03,W,,,1 JUL 20,316,6.26,Z,6.44,Z,SPY200701P316,5.81,A,-2.00,33,100.00%,0.00%,0.00%,-.01,0,-.49,.00,33,315,.10,.00,0.19%,6.25,,
SPY200701C317,.01,D,-.03,"1,150",1.26%,98.74%,2.67%,.00,0,-.02,.01,"1,150","2,603",.015,.01,21.17%,0,.01,W,.02,W,,,1 JUL 20,317,7.12,N,7.39,Z,SPY200701P317,6.42,A,-3.71,66,100.00%,0.00%,0.00%,-.01,0,-.49,.00,66,239,.005,.00,0.19%,7.25,,
SPY200701C318,.01,B,-.02,"1,618",0.46%,99.54%,0.98%,.00,0,-.01,.00,"1,618","2,187",.005,.00,20.52%,0,0,M,.01,W,,,1 JUL 20,318,8.22,Q,8.41,Z,SPY200701P318,7.70,C,-1.97,6,100.00%,0.00%,0.00%,-.01,0,-.49,.00,6,271,.065,.00,0.19%,8.25,,
SPY200701C319,.01,B,-.01,"1,049",0.42%,99.58%,0.89%,.00,0,-.01,.00,"1,049","2,658",.005,.00,22.57%,0,0,T,.01,W,,,1 JUL 20,319,9.16,Z,9.38,Z,SPY200701P319,9.08,I,-.29,15,100.00%,0.00%,0.00%,.00,0,.00,-102.50,15,318,.02,.00,0.19%,9.25,,
SPY200701C320,.01,C,-.01,57,0.39%,99.61%,0.82%,.00,0,-.01,.00,57,"6,197",.005,.00,24.60%,0,0,B,.01,W,,,1 JUL 20,320,10.19,Q,10.34,Z,SPY200701P320,9.96,J,-.23,130,100.00%,0.00%,0.00%,-.01,0,-.49,.00,130,350,.015,.00,0.19%,10.25,,
SPY200701C321,.01,C,0,1,0.36%,99.64%,0.75%,.00,0,-.01,.00,1,"1,910",.005,.00,26.60%,0,0,B,.01,W,,,1 JUL 20,321,11.23,Z,11.54,Z,SPY200701P321,10.03,I,-4.01,3,100.00%,0.00%,0.00%,-.01,0,-.49,.00,3,339,.135,.00,0.19%,11.25,,
SPY200701C322,.01,I,0,38,0.34%,99.66%,0.70%,.00,0,-.01,.00,38,"1,947",.005,.00,28.58%,0,0,M,.01,W,,,1 JUL 20,322,12.21,Z,12.55,Z,SPY200701P322,20.92,I,+3.16,10,100.00%,0.00%,0.00%,-.01,0,-.49,.00,10,531,.13,.00,0.19%,12.25,,
SPY200701C323,.01,C,0,12,0.32%,99.68%,0.66%,.00,0,-.01,.00,12,765,.005,.00,30.54%,0,0,H,.01,W,,,1 JUL 20,323,13.14,Z,13.33,Q,SPY200701P323,18.66,A,+5.58,10,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,10,30,-.015,.00,--,13.25,,
SPY200701C324,.01,I,0,26,0.30%,99.70%,0.62%,.00,0,-.01,.00,26,863,.005,.00,32.48%,0,0,A,.01,W,,,1 JUL 20,324,14.33,Z,14.55,Z,SPY200701P324,19.60,I,+8.09,55,100.00%,0.00%,0.00%,-.01,0,-.49,.00,55,53,.19,.00,0.19%,14.25,,
SPY200701C325,.01,N,0,0,0.28%,99.72%,0.58%,.00,0,-.01,.00,0,"2,643",.005,.00,34.41%,0,0,B,.01,X,,,1 JUL 20,325,15.16,Q,15.34,Z,SPY200701P325,14.01,I,-2.75,1,100.00%,0.00%,0.00%,.00,0,.00,.00,1,134,0,.00,0.00%,15.25,,
SPY200701C326,.01,M,-.01,1,0.27%,99.73%,0.55%,.00,0,-.01,.00,1,"1,311",.005,.00,36.31%,0,0,T,.01,W,,,1 JUL 20,326,16.22,Q,16.58,Q,SPY200701P326,15.96,N,0,0,100.00%,0.00%,0.00%,-.01,0,-.49,.00,0,23,.15,.00,0.19%,16.25,,
SPY200701C327,.01,A,0,0,0.26%,99.74%,0.52%,.00,0,-.01,.00,0,888,.005,.00,38.21%,0,0,T,.01,W,,,1 JUL 20,327,17.33,Z,17.54,Z,SPY200701P327,21.50,Z,0,0,100.00%,0.00%,0.00%,-.01,0,-.49,.00,0,12,.185,.00,0.19%,17.25,,
SPY200701C328,.01,M,0,2,0.24%,99.76%,0.50%,.00,0,-.01,.00,2,536,.005,.00,40.09%,0,0,T,.01,W,,,1 JUL 20,328,18.26,Q,18.44,Q,SPY200701P328,23.14,X,+12.02,3,100.00%,0.00%,0.00%,-.01,0,-.49,.00,3,2,.10,.00,0.19%,18.25,,
SPY200701C329,.01,C,0,9,0.23%,99.77%,0.48%,.00,0,.00,.00,9,632,.005,.00,41.95%,0,0,T,.01,W,,,1 JUL 20,329,19.25,I,19.38,Z,SPY200701P329,27.53,A,+2.54,71,100.00%,0.00%,0.00%,-.01,0,-.49,.00,71,91,.065,.00,0.19%,19.25,,
SPY200701C330,.01,A,0,2,0.22%,99.78%,0.46%,.00,0,.00,.00,2,"4,399",.005,.00,43.80%,0,0,T,.01,W,,,1 JUL 20,330,20.23,Q,20.55,Q,SPY200701P330,19.50,N,-1.95,2,100.00%,0.00%,0.00%,.00,0,.00,-212.50,2,45,.14,.00,0.19%,20.25,,
SPY200701C331,.01,C,-.01,25,0.21%,99.79%,0.44%,.00,0,.00,.00,25,"1,323",.005,.00,45.64%,0,0,T,.01,W,,,1 JUL 20,331,21.22,Z,21.54,Z,SPY200701P331,30.40,Q,+10.50,1,100.00%,0.00%,0.00%,-.01,0,-.49,.00,1,9,.13,.00,0.19%,21.25,,
SPY200701C332,.01,A,0,1,0.21%,99.79%,0.42%,.00,0,.00,.00,1,402,.005,.00,47.47%,0,0,T,.01,W,,,1 JUL 20,332,22.19,Q,22.54,Z,SPY200701P332,31.41,N,+17.90,1,100.00%,0.00%,0.00%,.00,0,.00,-232.50,1,1,.115,.00,0.19%,22.25,,
SPY200701C333,.01,A,-.01,50,0.20%,99.80%,0.41%,.00,0,.00,.00,50,888,.005,.00,49.29%,0,0,T,.01,W,,,1 JUL 20,333,23.33,Z,23.54,Z,SPY200701P333,29.00,B,<empty>,1,100.00%,0.00%,0.00%,-.01,0,-.49,.00,1,1,.185,.00,0.19%,23.25,,
SPY200701C334,.01,C,-.01,64,0.19%,99.81%,0.39%,.00,0,.00,.00,64,412,.005,.00,51.09%,0,0,T,.01,W,,,1 JUL 20,334,24.20,Q,24.37,Q,SPY200701P334,24.28,N,+2.20,2,100.00%,0.00%,0.00%,-.01,0,-.49,.00,2,2,.035,.00,0.19%,24.25,,
SPY200701C335,.01,E,0,2,0.18%,99.82%,0.38%,.00,0,.00,.00,2,406,.005,.00,52.88%,0,0,T,.01,W,,,1 JUL 20,335,25.14,Q,25.35,Q,SPY200701P335,24.91,E,+.19,2,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,2,3,-.005,.00,--,25.25,,
SPY200701C336,.01,P,-.02,1,0.18%,99.82%,0.36%,.00,0,-.01,.00,1,146,.005,.00,54.66%,0,0,T,.01,W,,,1 JUL 20,336,26.14,Q,26.35,Z,SPY200701P336,33.67,C,+15.05,2,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,2,4,-.005,.00,--,26.25,,
SPY200701C337,.02,M,0,20,0.17%,99.83%,0.35%,.00,0,.00,.00,20,251,.005,.00,56.43%,0,0,T,.01,W,,,1 JUL 20,337,27.21,Z,27.34,Z,SPY200701P337,0, ,0,<empty>,100.00%,0.00%,0.00%,-.01,0,-.49,.00,<empty>,0,.025,.00,0.19%,27.25,,
SPY200701C338,.01,W,-.01,11,0.17%,99.83%,0.34%,.00,0,.00,.00,11,"1,446",.005,.00,58.19%,0,0,T,.01,X,,,1 JUL 20,338,28.19,Q,28.53,Q,SPY200701P338,37.21,E,+7.17,3,100.00%,0.00%,0.00%,.00,0,.00,-292.50,3,3,.11,.00,0.19%,28.25,,
SPY200701C339,.01,D,-.02,7,0.16%,99.84%,0.33%,.00,0,.00,.00,7,298,.005,.00,59.94%,0,0,T,.01,X,,,1 JUL 20,339,29.16,Z,29.38,Z,SPY200701P339,36.20,Z,+17.05,1,100.00%,0.00%,0.00%,.00,0,.00,-302.50,1,2,.02,.00,0.19%,29.25,,
SPY200701C340,.01,W,-.02,146,0.16%,99.84%,0.32%,.00,0,.00,.00,146,"1,899",.005,.00,61.68%,0,0,T,.01,W,,,1 JUL 20,340,30.10,Q,30.43,Q,SPY200701P340,35.07,C,+7.53,1,100.00%,0.00%,0.00%,-.01,0,-.49,.00,1,6,.015,.00,0.19%,30.25,,
SPY200701C341,.01,W,-.02,115,0.15%,99.85%,0.31%,.00,0,.00,.00,115,257,.005,.00,63.41%,0,0,T,.01,X,,,1 JUL 20,341,31.18,Q,31.42,Q,SPY200701P341,0, ,0,<empty>,100.00%,0.00%,0.00%,-.01,0,-.49,.00,<empty>,0,.05,.00,0.19%,31.25,,
SPY200701C342,.01,Q,-.01,7,0.15%,99.85%,0.30%,.00,0,.00,.00,7,"1,155",.005,.00,65.14%,0,0,T,.01,X,,,1 JUL 20,342,32.23,Q,32.44,Q,SPY200701P342,0, ,0,<empty>,100.00%,0.00%,0.00%,-.01,0,-.49,.00,<empty>,1,.085,.00,0.19%,32.25,,
SPY200701C343,.01,I,0,72,0.15%,99.85%,0.30%,.00,0,.00,.00,72,144,.005,.00,66.85%,0,0,T,.01,Q,,,1 JUL 20,343,33.16,Q,33.36,Z,SPY200701P343,36.43,P,<empty>,2,100.00%,0.00%,0.00%,-.01,0,-.49,.00,2,1,.01,.00,0.19%,33.25,,
SPY200701C344,.07,A,-.03,2,0.14%,99.86%,0.29%,.00,0,.00,.00,2,21,.005,.00,68.55%,0,0,T,.01,X,,,1 JUL 20,344,34.34,I,34.44,Q,SPY200701P344,35.50,M,+1.24,1,100.00%,0.00%,0.00%,.00,0,.00,-352.50,1,1,.14,.00,0.19%,34.25,,
SPY200701C345,.01,Z,-.01,344,0.14%,99.86%,0.28%,.00,0,.00,.00,344,781,.005,.00,70.25%,0,0,T,.01,Q,,,1 JUL 20,345,35.08,Z,35.45,Q,SPY200701P345,36.00,Q,<empty>,1,100.00%,0.00%,0.00%,-.01,0,-.49,.00,1,1,.015,.00,0.19%,35.25,,
SPY200701C346,.01,A,-.01,13,0.13%,99.87%,0.27%,.00,0,.00,.00,13,276,.005,.00,71.93%,0,0,T,.01,Q,,,1 JUL 20,346,36.20,Z,36.33,Q,SPY200701P346,0, ,0,<empty>,100.00%,0.00%,0.00%,-.01,0,-.49,.00,<empty>,29,.015,.00,0.19%,36.25,,
SPY200701C347,.01,A,0,90,0.13%,99.87%,0.27%,.00,0,.00,.00,90,206,.005,.00,73.61%,0,0,T,.01,X,,,1 JUL 20,347,37.18,Q,37.54,Q,SPY200701P347,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-382.50,<empty>,0,.11,.00,0.19%,37.25,,
SPY200701C348,.01,M,0,80,0.13%,99.87%,0.26%,.00,0,-.01,.00,80,465,.005,.00,75.28%,0,0,T,.01,Q,,,1 JUL 20,348,38.18,Q,38.34,Z,SPY200701P348,0, ,0,<empty>,100.00%,0.00%,0.00%,-.01,0,-.49,.00,<empty>,0,.01,.00,0.19%,38.25,,
SPY200701C349,.07,Q,-.05,15,0.13%,99.87%,0.25%,.00,0,.00,.00,15,522,.005,.00,76.94%,0,0,T,.01,Q,,,1 JUL 20,349,39.10,Q,39.44,Q,SPY200701P349,36.50,N,<empty>,2,100.00%,0.00%,0.00%,.00,0,.00,-402.50,2,1,.02,.00,0.19%,39.25,,
SPY200701C350,.02,A,0,4,0.12%,99.88%,0.25%,.00,0,.00,.00,4,"2,119",.005,.00,78.59%,0,0,T,.01,X,,,1 JUL 20,350,40.25,Q,40.56,Q,SPY200701P350,37.08,I,-2.39,1,100.00%,0.00%,0.00%,-.01,0,-.49,.00,1,0,.155,.00,0.19%,40.25,,
SPY200701C351,.04,M,-.03,2,0.12%,99.88%,0.24%,.00,0,.00,.00,2,7,.005,.00,80.24%,0,0,T,.01,Q,,,1 JUL 20,351,41.33,Z,41.54,Z,SPY200701P351,0, ,0,<empty>,100.00%,0.00%,0.00%,-.01,0,-.49,.00,<empty>,0,.185,.00,0.19%,41.25,,
SPY200701C352,.01,W,-.01,1,0.12%,99.88%,0.24%,.00,0,.00,.00,1,92,.005,.00,81.88%,0,0,T,.01,X,,,1 JUL 20,352,42.23,Q,42.54,Q,SPY200701P352,0, ,0,<empty>,100.00%,0.00%,0.00%,-.01,0,-.49,.00,<empty>,0,.135,.00,0.19%,42.25,,
SPY200701C353,.05,I,-.02,101,0.11%,99.89%,0.23%,.00,0,.00,.00,101,129,.005,.00,83.51%,0,0,T,.01,X,,,1 JUL 20,353,43.17,Q,43.36,Z,SPY200701P353,53.25,Q,-1.55,1,100.00%,0.00%,0.00%,-.01,0,-.49,.00,1,2,.015,.00,0.19%,43.25,,
SPY200701C355,.01,C,-.01,10,0.11%,99.89%,0.22%,.00,0,.00,.00,10,255,.005,.00,86.75%,0,0,T,.01,Q,,,1 JUL 20,355,45.19,Q,45.54,Q,SPY200701P355,42.10,I,-2.32,1,100.00%,0.00%,0.00%,.00,0,.00,-462.50,1,1,.115,.00,0.19%,45.25,,
SPY200701C360,.02,I,0,145,0.10%,99.90%,0.20%,.00,0,.00,.00,145,396,.005,.00,94.72%,0,0,T,.01,Q,,,1 JUL 20,360,50.17,Q,50.54,Q,SPY200701P360,0, ,0,<empty>,100.00%,0.00%,0.00%,-.01,0,-.49,.00,<empty>,15,.105,.00,0.19%,50.25,,
SPY200701C365,.01,I,0,1,0.09%,99.91%,0.19%,.00,0,.00,.00,1,240,.005,.00,102.52%,0,0,T,.01,X,,,1 JUL 20,365,55.17,Q,55.32,I,SPY200701P365,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,<empty>,.00,.00,<empty>,0,-.005,.00,--,55.25,,
SPY200701C370,.01,Q,-.01,1,0.08%,99.92%,0.17%,.00,0,-.01,.00,1,777,.005,.00,110.16%,0,0,T,.01,X,,,1 JUL 20,370,60.16,Q,60.47,Q,SPY200701P370,0, ,0,<empty>,100.00%,0.00%,0.00%,-.01,0,-.49,.00,<empty>,0,.065,.00,0.19%,60.25,,
SPY200701C375,.01,E,-.01,1,0.08%,99.92%,0.16%,.00,0,.00,.00,1,179,.005,.00,117.66%,0,0,T,.01,X,,,1 JUL 20,375,65.23,I,65.49,I,SPY200701P375,0, ,0,<empty>,100.00%,0.00%,0.00%,.00,0,.00,-662.50,<empty>,0,.11,.00,0.19%,65.25,,
SPY200701C380,.01,Q,0,1,0.07%,99.93%,0.15%,.00,0,.00,.00,1,477,.005,.00,125.01%,0,0,T,.01,X,,,1 JUL 20,380,70.20,N,70.62,Z,SPY200701P380,0, ,0,<empty>,100.00%,0.00%,0.00%,-.01,0,-.49,.00,<empty>,0,.16,.00,0.19%,70.25,,

2 JUL 20  (1)  100 (Weeklys)
Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,BID,BX,ASK,AX,,,Exp,Strike,BID,BX,ASK,AX,Option Code,LAST,LX,Net Chng,Volume,Prob.ITM,Prob.OTM,Prob.Touch,Rho,Theo Price,Theta,Vega,Volume,Open.Int,Extrinsic,Gamma,Impl Vol,Intrinsic,,
SPY200702C150,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.12,.00,--,159.75,159.40,I,159.86,W,,,2 JUL 20,150,0,B,.01,W,SPY200702P150,.01,C,0,1,0.06%,99.94%,0.12%,.00,0,.00,.00,1,620,.005,.00,292.85%,0,,
SPY200702C155,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.145,.00,--,154.75,154.37,X,154.84,X,,,2 JUL 20,155,0,B,.01,W,SPY200702P155,.01,M,0,1,0.06%,99.94%,0.12%,.00,0,.00,.00,1,270,.005,.00,280.18%,0,,
SPY200702C160,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.145,.00,--,149.75,149.37,X,149.84,X,,,2 JUL 20,160,0,B,.01,W,SPY200702P160,.01,W,0,"2,825",0.06%,99.94%,0.12%,.00,0,.00,.00,"2,825","3,825",.005,.00,267.91%,0,,
SPY200702C165,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.035,.00,--,144.75,144.48,W,144.95,W,,,2 JUL 20,165,0,B,.01,W,SPY200702P165,.01,A,0,1,0.06%,99.94%,0.12%,.00,0,.00,.00,1,"1,628",.005,.00,256.01%,0,,
SPY200702C170,140.14,C,+5.24,5,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,5,1,-.12,.00,--,139.75,139.40,I,139.86,W,,,2 JUL 20,170,0,B,.01,W,SPY200702P170,.01,A,0,30,0.06%,99.94%,0.12%,.00,0,.00,.00,30,"6,159",.005,.00,244.46%,0,,
SPY200702C175,133.95,Z,<empty>,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,0,-.035,.00,--,134.75,134.48,W,134.95,W,,,2 JUL 20,175,0,B,.01,W,SPY200702P175,.01,W,0,2,0.06%,99.94%,0.13%,.00,0,.00,.00,2,"1,187",.005,.00,233.22%,0,,
SPY200702C180,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.135,.00,--,129.75,129.38,X,129.85,W,,,2 JUL 20,180,0,B,.01,W,SPY200702P180,.01,W,0,510,0.07%,99.93%,0.13%,.00,0,.00,.00,510,"1,208",.005,.00,222.29%,0,,
SPY200702C185,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.04,.00,--,124.75,124.48,W,124.94,W,,,2 JUL 20,185,0,B,.01,W,SPY200702P185,.02,B,+.01,20,0.07%,99.93%,0.13%,.00,0,.00,.00,20,"2,285",.005,.00,211.65%,0,,
SPY200702C190,124.32,C,-5.65,5,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,5,0,-.05,.00,--,119.75,119.47,W,119.93,I,,,2 JUL 20,190,0,J,.01,W,SPY200702P190,.02,M,0,1,0.07%,99.93%,0.13%,.00,0,.00,.00,1,645,.005,.00,201.27%,0,,
SPY200702C195,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.05,.00,--,114.75,114.47,W,114.93,I,,,2 JUL 20,195,0,B,.01,W,SPY200702P195,.01,P,-.01,3,0.07%,99.93%,0.14%,.00,0,.00,.00,3,106,.005,.00,191.15%,0,,
SPY200702C200,107.30,N,0,0,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,0,6,-.05,.00,--,109.75,109.47,W,109.93,I,,,2 JUL 20,200,0,B,.01,W,SPY200702P200,.02,W,0,104,0.07%,99.93%,0.14%,.00,0,.00,.00,104,385,.005,.00,181.26%,0,,
SPY200702C205,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.045,.00,--,104.75,104.48,C,104.93,I,,,2 JUL 20,205,0,B,.01,W,SPY200702P205,.02,P,0,2,0.07%,99.93%,0.14%,.00,0,.00,.00,2,267,.005,.00,171.60%,0,,
SPY200702C210,112.06,I,+1.03,12,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,12,0,-.135,.00,--,99.75,99.38,X,99.85,W,,,2 JUL 20,210,0,J,.01,W,SPY200702P210,.01,M,-.01,231,0.08%,99.92%,0.15%,.00,0,.00,.00,231,"2,135",.005,.00,162.15%,0,,
SPY200702C215,92.03,M,<empty>,16,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,16,7,-.035,.00,--,94.75,94.48,W,94.95,C,,,2 JUL 20,215,0,B,.01,W,SPY200702P215,.01,W,-.01,161,0.08%,99.92%,0.15%,.00,0,.00,.00,161,"1,337",.005,.00,152.91%,0,,
SPY200702C220,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.075,.00,--,89.75,89.46,Z,89.89,Z,,,2 JUL 20,220,0,B,.01,W,SPY200702P220,.01,A,-.02,244,0.08%,99.92%,0.16%,.00,0,.00,.00,244,607,.005,.00,143.85%,0,,
SPY200702C225,75.20,A,<empty>,10,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,10,0,-.07,.00,--,84.75,84.47,W,84.89,Z,,,2 JUL 20,225,0,J,.01,W,SPY200702P225,.02,M,-.01,1,0.08%,99.92%,0.16%,.00,0,.00,.00,1,312,.005,.00,134.97%,0,,
SPY200702C230,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.075,.00,--,79.75,79.47,Z,79.88,Z,,,2 JUL 20,230,0,B,.01,W,SPY200702P230,.02,D,-.01,8,0.09%,99.91%,0.17%,.00,0,.00,.00,8,589,.005,.00,126.26%,0,,
SPY200702C235,71.11,I,+1.08,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,0,-.075,.00,--,74.75,74.46,Z,74.89,Z,,,2 JUL 20,235,0,J,.01,W,SPY200702P235,.01,X,0,0,0.09%,99.91%,0.18%,.00,0,.00,.00,0,"2,501",.005,.00,117.71%,0,,
SPY200702C240,60.56,C,<empty>,30,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,30,0,-.06,.00,--,69.75,69.59,Z,69.79,Z,,,2 JUL 20,240,0,J,.01,W,SPY200702P240,.01,Z,0,0,0.10%,99.90%,0.19%,.00,0,.00,.00,0,"18,819",.005,.00,109.31%,0,,
SPY200702C245,56.96,C,-1.90,3,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,3,0,-.12,.00,--,64.75,64.55,I,64.71,I,,,2 JUL 20,245,0,B,.01,W,SPY200702P245,.02,P,-.04,58,0.10%,99.90%,0.20%,.00,0,.00,.00,58,868,.005,.00,101.04%,0,,
SPY200702C246,57.83,Z,-7.14,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,1,-.075,.00,--,63.75,63.57,Z,63.78,Z,,,2 JUL 20,246,0,B,.01,W,SPY200702P246,.01,C,0,0,0.10%,99.90%,0.20%,.00,0,.00,.00,0,211,.005,.00,99.41%,0,,
SPY200702C247,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.05,.00,--,62.75,62.59,Z,62.81,Z,,,2 JUL 20,247,0,B,.01,W,SPY200702P247,.01,H,0,0,0.10%,99.90%,0.20%,.00,0,.00,.00,0,825,.005,.00,97.77%,0,,
SPY200702C248,55.27,Z,<empty>,10,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,10,0,-.145,.00,--,61.75,61.46,Q,61.75,Q,,,2 JUL 20,248,0,B,.01,W,SPY200702P248,.01,X,0,0,0.10%,99.90%,0.21%,.00,0,.00,.00,0,663,.005,.00,96.15%,0,,
SPY200702C249,52.86,Z,<empty>,6,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,6,0,-.105,.00,--,60.75,60.57,Q,60.72,Z,,,2 JUL 20,249,0,B,.01,W,SPY200702P249,.01,W,0,25,0.11%,99.89%,0.21%,.00,0,.00,.00,25,515,.005,.00,94.53%,0,,
SPY200702C250,57.15,Z,0,0,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,0,0,-.075,.00,--,59.75,59.59,I,59.76,Q,,,2 JUL 20,250,0,B,.01,W,SPY200702P250,.01,I,0,0,0.11%,99.89%,0.21%,.00,0,.00,.00,0,"2,796",.005,.00,92.91%,0,,
SPY200702C251,0, ,0,<empty>,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,<empty>,0,-.16,.00,--,58.75,58.51,Q,58.67,Q,,,2 JUL 20,251,0,B,.01,W,SPY200702P251,.02,A,0,0,0.11%,99.89%,0.21%,.00,0,.00,.00,0,991,.005,.00,91.30%,0,,
SPY200702C252,59.02,I,-7.77,1,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,1,0,-.065,.00,--,57.75,57.60,Q,57.77,Q,,,2 JUL 20,252,0,J,.01,W,SPY200702P252,.01,D,0,0,0.11%,99.89%,0.22%,.00,0,.00,.00,0,660,.005,.00,89.69%,0,,
SPY200702C253,50.53,Z,-8.89,11,100.00%,0.00%,<empty>,.00,<empty>,.00,.00,11,0,-.155,.00,--,56.75,56.51,Z,56.68,Z,,,2 JUL 20,253,0,J,.01,W,SPY200702P253,.01,D,0,0,0.11%,99.89%,0.22%,.00,0,.00,.00,0,191,.005,.00,88.09%,0,,
